User Input,Polarity,Extracted Concern,Category,Intensity
My sore throat makes me unable to eat anything.,Negative,unable to eat,Eating Disorder,1
The illness makes me unable to eat regular meals.,Negative,unable to eat,Eating Disorder,1
I'm distinctly lonely now,Negative,lonely,Anxiety,3
I'm a little stressed about the upcoming team outing.,Negative,little stressed,Stress,2
I'm hopelessly sad now,Negative,sad,Anxiety,4
My worried mind means I'm unable to sleep soundly.,Negative,unable to sleep,Insomnia,1
My lost keys have me feeling depressed.,Negative,feeling depressed,Depression,4
After genetic testing I'm worried about health predictions.,Negative,worried about health,Health Anxiety,3
I'm remarkably happy right now,Positive,happy,Positive Outlook,3
The smile has me feeling much better.,Positive,feeling much better,Positive Outlook,3
The lease renewal has me feeling very anxious.,Negative,feeling very anxious,Anxiety,2
Feeling sad and lost,Negative,feeling sad,Anxiety,4
Sadness pierces through me,Negative,sadness,Anxiety,4
The vertigo makes me unable to eat when dizzy.,Negative,unable to eat,Eating Disorder,1
The surgery makes me unable to eat solid food.,Negative,unable to eat,Eating Disorder,1
Happiness surrounds me completely,Positive,happiness,Positive Outlook,3
The spring weather has me feeling much better.,Positive,feeling much better,Positive Outlook,3
Feeling sad and empty,Negative,feeling sad,Anxiety,4
These cognitive issues have me distressed over health decline.,Negative,distressed over health,Health Anxiety,3
Starting exercise has me feeling little better.,Positive,feeling little better,Positive Outlook,3
The flat tire has me feeling very low.,Negative,feeling very low,Depression,2
The cancelled plans have me feeling very low.,Negative,feeling very low,Depression,2
After lab work I'm worried about health diagnostics.,Negative,worried about health,Health Anxiety,3
I am feeling happy,Positive,feeling happy,Positive Outlook,3
My mouth ulcers make me unable to eat spicy food.,Negative,unable to eat,Eating Disorder,1
I'm sad about the news,Negative,sad,Anxiety,4
My relationship has me feeling depressed.,Negative,feeling depressed,Depression,4
The help has me feeling much better.,Positive,feeling much better,Positive Outlook,3
Sadness is crushing my spirit,Negative,sadness,Anxiety,4
Feeling happy and blessed,Positive,feeling happy,Positive Outlook,3
These endless meetings have me feeling depressed.,Negative,feeling depressed,Depression,4
My heart feels the loneliness,Negative,loneliness,Anxiety,3
Sadness pierces through me,Negative,sadness,Anxiety,4
Group projects make me feeling little anxious.,Negative,feeling little anxious,Anxiety,1
With three projects due I'm extremely stressed about managing time.,Negative,extremely stressed,Stress,4
My worried mind means I'm unable to sleep soundly.,Negative,unable to sleep,Insomnia,1
Ever since the accident I have trouble sleeping through the night.,Negative,have trouble sleeping,Insomnia,4
This computer crash has me feeling depressed.,Negative,feeling depressed,Depression,4
These vision changes have me distressed over health decline.,Negative,distressed over health,Health Anxiety,4
Networking makes me feeling little anxious.,Negative,feeling little anxious,Anxiety,1
In this heat I'm not eating properly or regularly.,Negative,not eating properly,Eating Disorder,1
The flu makes me unable to eat without nausea.,Negative,unable to eat,Eating Disorder,1
This bonus has me feeling very happy.,Positive,feeling very happy,Positive Outlook,4
I've been not eating properly since starting my new job.,Negative,not eating properly,Eating Disorder,1
Since exposure notification I'm worried about health status.,Negative,worried about health,Health Anxiety,2
Feeling lonely and separate,Negative,feeling lonely,Anxiety,3
The nap made me feeling little better.,Positive,feeling little better,Positive Outlook,3
Ever since the breakup I'm unable to sleep in this empty bed.,Negative,unable to sleep,Insomnia,1
Without meal times I'm not eating properly anymore.,Negative,not eating properly,Eating Disorder,1
I'm constantly worried about career growth.,Negative,constantly worried,Anxiety,2
I'm feeling very anxious about the job interview.,Negative,feeling very anxious,Anxiety,2
Overwhelming sadness fills me,Negative,overwhelming sadness,Anxiety,4
Pure happiness flows through me,Positive,happiness,Positive Outlook,3
I'm thoroughly happy now,Positive,happy,Positive Outlook,3
I'm a little stressed about the weather forecast.,Negative,little stressed,Stress,2
I'm profoundly sad today,Negative,sad,Anxiety,4
Sadness engulfs me completely,Negative,sadness,Anxiety,4
Deep sadness consumes me now,Negative,sadness,Anxiety,4
The ongoing weakness has me distressed over health stability.,Negative,distressed over health,Health Anxiety,4
The broken pencil has me feeling very low.,Negative,feeling very low,Depression,2
Work pressure has me feeling depressed.,Negative,feeling depressed,Depression,4
I'm feeling hopeful about the job interview.,Positive,feeling hopeful,Positive Outlook,3
The full moon makes it so I can't sleep well.,Negative,can't sleep well,Insomnia,2
The project timeline has me very stressed about delays.,Negative,very stressed,Stress,4
The performance test has me feeling very anxious.,Negative,feeling very anxious,Anxiety,2
My world holds this loneliness,Negative,loneliness,Anxiety,3
The divorce proceedings have me extremely stressed now.,Negative,extremely stressed,Stress,4
Happiness surrounds me completely,Positive,happiness,Positive Outlook,3
The feedback has me feeling much better.,Positive,feeling much better,Positive Outlook,3
Happiness embraces me fully,Positive,happiness,Positive Outlook,3
I'm completely broken with sadness,Negative,sad,Anxiety,4
Daily struggles have me feeling very low.,Negative,feeling very low,Depression,2
I'm utterly sad right now,Negative,sad,Anxiety,4
Running has me feeling little better.,Positive,feeling little better,Positive Outlook,3
Music has me feeling little better.,Positive,feeling little better,Positive Outlook,3
With deadlines I'm not eating properly this month.,Negative,not eating properly,Eating Disorder,1
The routine checkup has me a little stressed but fine.,Negative,little stressed,Stress,2
With tight budgets I'm not eating properly lately.,Negative,not eating properly,Eating Disorder,1
This new mattress means I can't sleep well yet.,Negative,can't sleep well,Insomnia,2
The spilled coffee has me feeling very low.,Negative,feeling very low,Depression,2
I'm constantly worried about education costs.,Negative,constantly worried,Anxiety,2
Driving in snow makes me feeling little anxious.,Negative,feeling little anxious,Anxiety,1
My partner's snoring means I'm unable to sleep properly.,Negative,unable to sleep,Insomnia,1
The lawsuit has me extremely stressed about the outcome.,Negative,extremely stressed,Stress,4
Between clients I'm not eating properly today.,Negative,not eating properly,Eating Disorder,1
My partner snores so loudly that I can't sleep well anymore.,Negative,can't sleep well,Insomnia,2
My heart aches with sadness,Negative,sadness,Anxiety,4
The locked door has me feeling very low.,Negative,feeling very low,Depression,2
I'm desperately sad today,Negative,sad,Anxiety,4
Drawing has me feeling little better.,Positive,feeling little better,Positive Outlook,3
The visa interview has me feeling very anxious.,Negative,feeling very anxious,Anxiety,2
Pure sadness is consuming me,Negative,sadness,Anxiety,4
My allergies make me unable to sleep peacefully.,Negative,unable to sleep,Insomnia,1
This success has me feeling very happy.,Positive,feeling very happy,Positive Outlook,4
Sadness has taken over me,Negative,sadness,Anxiety,4
Such profound sadness inside,Negative,sadness,Anxiety,4
Deep sadness consumes me now,Negative,sadness,Anxiety,4
The small talk has me a little stressed but manageable.,Negative,little stressed,Stress,2
These results have me feeling very happy.,Positive,feeling very happy,Positive Outlook,4
My throat infection makes me unable to eat solids.,Negative,unable to eat,Eating Disorder,1
After medical tests I'm worried about health findings.,Negative,worried about health,Health Anxiety,3
Public speaking makes me a little stressed but I cope.,Negative,little stressed,Stress,2
The empty inbox has me feeling very low.,Negative,feeling very low,Depression,2
My wrinkled shirt has me feeling depressed.,Negative,feeling depressed,Depression,4
The medical test results have me extremely stressed and worried.,Negative,extremely stressed,Stress,4
The caffeine from my evening tea means I have trouble sleeping.,Negative,have trouble sleeping,Insomnia,4
I've been feeling depressed since the accident.,Negative,feeling depressed,Depression,4
Loneliness surrounds me today,Negative,loneliness,Anxiety,3
Happiness fills my entire being,Positive,happiness,Positive Outlook,3
During fieldwork I'm not eating properly or well.,Negative,not eating properly,Eating Disorder,1
The job interview next week has me very stressed and anxious.,Negative,very stressed,Stress,4
These memories have me feeling depressed.,Negative,feeling depressed,Depression,4
Playing video games late means I can't sleep well after.,Negative,can't sleep well,Insomnia,2
The weekend parties next door mean I have trouble sleeping.,Negative,have trouble sleeping,Insomnia,4
The wedding news has me feeling very happy.,Positive,feeling very happy,Positive Outlook,4
Sadness engulfs me completely,Negative,sadness,Anxiety,4
Being a new parent means I have trouble sleeping consistently.,Negative,have trouble sleeping,Insomnia,4
I'm absolutely happy today,Positive,happy,Positive Outlook,3
The motion sickness makes me unable to eat traveling.,Negative,unable to eat,Eating Disorder,1
My career change has me extremely stressed.,Negative,extremely stressed,Stress,4
The legal issues have me extremely stressed constantly.,Negative,extremely stressed,Stress,4
My situation has me feeling depressed.,Negative,feeling depressed,Depression,4
I am feeling lonely,Negative,feeling lonely,Anxiety,3
Depression makes me unable to sleep at regular hours.,Negative,unable to sleep,Insomnia,1
I'm consistently happy lately,Positive,happy,Positive Outlook,3
